"","sp500","nasdaq","s.fin","s.tech","s.hc","s.energy","s.ind","s.cd","s.cs","s.util","s.mat","s.bio"
"2009-11-02",6202640000,3638500,209353800,16750800,6993400,29407600,19853300,11154500,8836600,8284700,16294200,1526400
"2009-11-03",5487500000,2730300,135013100,15033000,4974100,20030800,17826500,10347100,18182500,8381600,12381100,815400
"2009-11-04",5635510000,3209000,156933900,7935400,8205300,26027000,12721200,9722200,8039000,7950200,12757400,1073700
"2009-11-05",4848350000,3702200,128854900,6739200,6651700,18546900,14457600,8412400,11922000,6482900,10062100,384600
"2009-11-06",4277130000,2937000,91056900,4962100,5297600,21838800,9245300,3676000,4572000,7214300,9714800,452700
"2009-11-09",4460030000,1751000,123283900,7437400,4541800,16928700,9692400,8373600,5407200,4752500,9994300,357900
"2009-11-10",4394770000,1896000,86729100,5367300,3583400,17951900,10369500,6486900,3515400,5523600,9860500,333000
"2009-11-11",4286700000,3106400,123428800,5211600,5100100,18023600,8986300,8246300,7192400,5798400,12410700,488700
"2009-11-12",4160250000,4429400,112801400,6361400,3450400,25417200,11062300,6420200,4785200,5460100,17707000,255300
"2009-11-13",3792610000,3022000,92111000,5436200,3706900,19356400,7949700,10507900,4050000,8499200,12776200,301200
"2009-11-16",4565850000,3498500,150075500,8002600,3769100,20974100,9420500,9994000,5216000,7794500,11920900,557100
"2009-11-17",3824070000,3201600,70430500,4999900,8409100,16849600,7449100,6823000,4238700,5431900,8493200,294300
"2009-11-18",4293340000,2285600,90591000,4210700,4641000,17143300,5710800,4812100,6226300,4761400,9099700,516900
